country,director,genre,rating,title,year
"Италия, США, Франция, Бразилия",Лука Гуаданьино,"романтическая драма, история взросления",7.8,Назови меня своим именем,2017
США,Ричард Доннер,боевик,6.3,Наёмные убийцы,1995
Франция,Sacha Wolff,драматический фильм,6.5,Наёмник,2016
США,Тарик Салех,боевик,5.8,Наёмник,2022
Чехословакия,Карел Земан,"научно-фантастический фильм, приключенческий фильм, комедийный фильм",6.8,На комете,1970
США,Кристофер Дуглас Олен Рэй,боевик,3.7,Наёмницы,2014
США,Дон Э. Фонтлерой,боевик,4.0,Наёмники,2006
"США, 2",Клинт Иствуд,вестерн,7.4,Наездник с высоких равнин,1973
США,Майкл Куэста,"боевик, триллер",6.2,Наёмник,2017
Япония,Хирокадзу Корээда,"драма, фэнтези",6.9,Надувная кукла,2009
Франция,Эрик Ромер,документальный фильм,6.7,Надя в Париже,1964
СССР,Альберт Хачатуров,драма,,Навстречу совести,1965
США,Гуго Гаас,Фильм нуар,6.3,Наезд,1957
США,Джон Эвилдсен,"драма, мелодрама, комедия",5.9,Надолго ли?,1988
СССР,Борис Силаев,"киноповесть, мелодрама",,Наедине с ночью,1966
"Россия, Индия",Роман Михайлов,драма,7.6,Надо снимать фильмы о любви,2024
Россия,Любовь Борисова,"драма, комедия",7.2,Надо мною солнце не садится,2019
Великобритания,Стефана Шварц,мелодрама,6.5,Надувательство,1997
США,"Хлоя Чжао, 2",драматический фильм,7.4,Наездник,13 апреля 2018 21 июня 2018 1
США,Роберт Бентон,комедия,5.5,Надин,1987
Россия,Дмитрий Фролов,авангард,8.0,Надъ озеромъ,1995
США,Руперт Хьюз,"немое кино, драматический фильм",,Надёжный как сталь,1924
Республика Корея,На Хонджин,"фильм-триллер, научно-фантастический фильм, научная фантастика, фильм-катастрофа, фильм-тайна",,Надежда,
СССР,Виталий Кольцов,драма,7.0,Надежда и опора,1982
Великобритания,Джон Бурмен,"драма, военный",7.3,Надежда и слава,1987
СССР,Марк Донской,"исторический, биографический",6.8,Надежда,1973
США,Стэн Уинстон,"приключенческий фильм, семейный фильм, фэнтези, боевик, комедия",4.4,Надземелье,1990
"Норвегия, Швеция, Дания",Мария Сёдаль,драма,7.3,Надежда,2019
"Франция, Италия",Клод Шаброль,"Криминальный, триллер",6.7,Нада,1974
Россия,Дмитрий Месхиев,драма,6.4,Над тёмной водой,1992
СССР,Александр Файнциммер,драма,,Над Неманом рассвет,1953
