country,director,genre,title,year
МНР,Б. Сумху,исторический фильм,В логове,1972
США,Ричард Доннер,фантастика,В ловушке времени,2003
США,Питер Берг,драма,В лучах славы,2004
"Италия, Франция",Лина Вертмюллер,драма,В лунную ночь,1989
СССР,"Николай Ильинский, Суламифь Цыбульник",Фильм-биография,В мёртвой петле,1962
США,Ричард Аттенборо,"фильм-биография, мелодрама",В любви и войне,1996
США,"Хью Паркс, 1, Том Логан, 1",комедия,В мире грёз и фантазий,1990
СССР,Барас Халзанов,"драма, мелодрама",В ночь лунного затмения,1978
США,Роберт Коллинз,"драма, триллер",В объятиях убийцы,1992
СССР,Илья Гурин,трагикомедия,В Москве проездом…,1970
СССР,"Николай Лебедев, Эрнест Ясан","мелодрама, драма",В моей смерти прошу винить Клаву К.,1979
СССР,Глеб Панфилов,"драма, исторический фильм",В огне брода нет,1967
СССР,Игорь Апасян,драма,В одну-единственную жизнь,1986
"Италия, США",Сиро Герра,Драма,В ожидании варваров,2019
